Postcode-4;Totaal;Man;Vrouw;tot 15 jaar;15 tot 25 jaar;25 tot 45 jaar;45 tot 65 jaar;65 jaar en ouder;"Nederlandse achtergond";"Westerse migratie achtergrond";"Niet-westerse migratie achtergrond"
3241;7460;3685;3775;1210;830;1775;2085;1560;90;0;0
3243;1435;740;695;220;150;350;440;275;90;10;0
3244;2415;1190;1225;410;265;505;730;505;90;0;0
3245;7215;3495;3720;1125;855;1450;2045;1735;90;0;0
3247;5840;2860;2980;1085;760;1365;1560;1070;90;0;0
3248;2155;1085;1070;355;265;460;670;400;90;10;0
3249;1220;625;595;170;135;255;365;290;90;0;0
3251;3495;1720;1780;525;405;780;1005;780;90;0;0
3252;2295;1135;1155;360;260;505;680;490;90;0;0
3253;6170;3005;3160;1045;705;1240;1725;1455;100;0;0
3255;4860;2380;2475;690;490;1000;1480;1205;90;10;0
3256;1085;565;520;140;105;205;405;230;90;10;0
3257;2665;1370;1290;410;290;570;790;600;90;10;0
3258;1745;875;870;255;195;380;570;345;90;10;0
3261;10385;5115;5270;1750;1225;2305;2830;2275;90;10;10
3262;9420;4565;4860;1640;1080;2085;2450;2165;90;10;0
3263;4745;2390;2360;745;630;1005;1595;775;90;10;0
3264;4100;2085;2015;865;575;850;1040;775;90;0;0
3265;1725;860;865;260;200;350;515;395;90;10;0
3267;2040;1030;1010;305;255;420;660;400;90;0;0
3271;4680;2315;2365;815;480;905;1370;1115;90;10;0
3273;2065;1015;1050;280;225;375;670;515;90;10;0
3274;3580;1805;1770;580;370;795;1170;665;90;0;10
3281;8890;4355;4530;1210;1000;1730;2790;2155;90;10;0
3284;3580;1755;1820;465;355;745;1145;870;90;10;0
3286;4150;2075;2070;645;445;915;1250;895;90;0;0
3291;7840;3865;3975;1005;960;1530;2555;1785;90;10;0
3292;460;240;225;50;45;105;190;70;90;0;0
3293;455;230;220;60;45;120;140;90;90;0;0
3295;8905;4385;4520;1430;895;2060;2480;2040;90;0;0
3297;7115;3500;3620;1075;745;1580;1925;1795;90;10;0
3299;3250;1610;1640;455;375;560;1045;810;90;10;0
3311;16390;8395;7990;1800;1845;4570;4890;3285;70;10;20
3312;11440;5715;5725;1920;1480;3295;3170;1570;70;10;20
3313;5705;2880;2825;790;570;1800;1385;1160;60;20;20
3314;16100;7915;8180;2890;2070;4740;4080;2315;60;10;30
3315;18935;9395;9545;2850;2630;4080;6490;2885;80;10;10
3316;790;420;370;120;85;185;250;155;90;10;10
3317;14630;7290;7345;2575;1435;4170;3545;2905;50;10;30
3318;5715;2625;3090;775;660;1110;1410;1760;70;10;20
3319;10545;5030;5515;1580;1210;1785;3025;2945;90;10;10
3328;16655;8155;8500;2900;1660;4100;4355;3640;80;10;10
3329;2365;1220;1150;405;370;385;855;355;90;10;10
3331;11310;5630;5680;2000;1275;3175;2780;2075;70;10;20
3332;9780;4485;5295;1390;960;1755;2285;3385;80;10;10
3333;7180;3520;3660;1270;875;2065;1780;1190;70;10;20
3334;6215;2970;3245;1005;660;1365;1660;1525;80;10;10
3335;6400;3200;3195;970;695;1440;2165;1135;90;10;10
3336;70;30;40;5;15;15;25;5;90;10;-99997
3341;7860;3730;4130;1630;900;1900;1810;1625;90;10;10
3342;6390;3130;3265;1240;810;1450;1780;1115;90;10;10
3343;6745;3360;3385;1165;780;1530;2030;1235;90;10;10
3344;10205;5130;5075;2425;1080;2955;2510;1235;80;10;10
3351;9085;4415;4670;1455;940;2030;2225;2435;80;10;10
3352;3395;1665;1730;595;395;780;920;705;80;10;10
3353;6100;2910;3190;965;555;1500;1500;1585;70;10;20
3354;2465;1230;1235;340;270;550;695;610;80;10;10
3355;5990;2985;3005;995;810;1285;1905;990;90;10;10
3356;5105;2595;2510;830;750;1085;1585;850;80;10;10
3361;6555;3245;3310;1205;790;1640;1720;1200;90;0;10
3362;11040;5340;5700;1875;1325;2530;2830;2480;80;10;10
3363;7360;3755;3610;1390;810;2025;1750;1385;90;0;10
3364;255;135;125;50;40;55;80;35;90;0;0
3366;710;365;345;115;115;115;210;155;100;0;0
3371;12480;6245;6240;2405;1575;2960;3100;2440;90;0;0
3372;4710;2330;2385;875;615;1160;1215;850;90;0;0
3373;1100;560;540;270;155;260;285;130;90;0;0
3381;4855;2455;2400;785;700;940;1395;1030;90;0;0
3401;12365;5920;6445;1890;1575;2545;3830;2520;90;10;10
3402;9575;4640;4935;1595;1120;2215;2565;2080;70;10;20
3403;2055;1040;1015;290;275;365;760;360;90;10;0
3404;10115;4980;5135;1920;1460;2325;3330;1080;80;10;20
3405;3630;1825;1810;595;550;760;1090;640;90;0;0
3411;8115;4165;3950;1340;1145;1725;2430;1470;90;0;10
3412;1165;605;560;170;160;250;385;200;90;10;0
3413;295;145;150;55;40;60;100;35;90;0;0
3415;1265;640;625;250;190;275;355;200;90;0;0
3417;9945;4965;4980;1725;1290;2105;2835;1985;90;10;0
3421;8310;4085;4225;1380;965;1870;2310;1785;90;0;0
3425;800;400;400;130;120;110;275;160;100;0;0
3431;8015;3975;4040;1150;870;2460;1925;1610;60;10;30
3432;6535;3335;3200;1040;785;2215;1665;835;70;10;20
3433;3490;1730;1765;550;335;765;985;855;90;10;10
3434;8600;4200;4400;1375;885;2075;2205;2055;80;10;10
3435;6040;2930;3115;900;625;1445;1705;1370;70;10;10
3436;6435;3240;3195;1175;790;1670;1755;1040;70;10;20
3437;13460;6575;6885;1905;1585;2935;4090;2950;80;10;10
3438;10075;5000;5075;1605;1015;2580;2825;2055;70;10;20
3439;805;495;315;55;110;385;185;70;70;10;20
3441;2645;1315;1330;280;270;925;690;480;80;10;10
3442;4300;2085;2215;815;440;1070;1040;930;80;10;10
3443;7310;3545;3765;1170;755;1680;1860;1840;80;10;10
3444;265;130;135;40;25;35;95;70;90;10;-99997
3445;4330;2075;2255;675;510;815;1100;1235;80;10;10
3446;9295;4625;4665;1995;1290;2085;2905;1020;90;10;10
3447;40;25;15;-99997;15;20;-99997;-99997;20;-99997;70
3448;9090;4510;4585;1660;1120;2290;2690;1330;80;10;10
3449;670;355;315;95;80;195;195;105;90;10;0
3451;11930;5825;6100;2535;1365;2940;3165;1925;80;10;10
3452;15195;7370;7825;4610;1445;4755;3455;925;70;10;20
3453;9250;4600;4655;1995;1285;2210;2910;850;70;10;20
3454;12780;6340;6440;2660;1480;2845;3690;2110;80;10;10
3455;430;215;210;70;40;75;135;105;90;10;0
3461;3970;1990;1980;695;535;855;1140;740;90;0;10
3464;400;210;190;65;55;75;115;85;90;0;0
3465;1925;1000;925;455;245;485;495;245;90;0;0
3466;1665;860;810;325;240;330;440;330;90;0;0
3467;720;355;365;145;100;140;240;100;90;10;0
3471;3865;1955;1910;695;530;765;1145;730;90;0;0
3474;2300;1180;1125;415;295;510;660;420;90;10;0
3481;8190;4050;4140;1325;1020;1575;2485;1785;90;10;0
3511;9185;4555;4630;500;1405;4210;1835;1240;70;20;10
3512;8555;4320;4235;425;1660;4115;1575;785;70;20;10
3513;6845;3385;3460;615;985;3650;1080;520;70;10;20
3514;7590;3605;3990;1040;1290;2995;1645;615;70;20;10
3515;6025;2905;3120;955;860;2405;1330;480;70;10;20
3521;6935;3600;3335;920;950;3255;1350;460;70;10;20
3522;9055;4450;4605;1405;1115;3365;2130;1035;70;10;20
3523;10320;4830;5485;1515;1500;4480;1740;1090;70;10;20
3524;11465;5850;5620;1600;1900;3655;3035;1270;70;10;20
3525;6115;3005;3105;1330;700;2125;1315;645;60;10;30
3526;12320;6330;5990;1980;2010;5125;1980;1225;40;10;50
3527;11735;5990;5745;1810;1840;4775;2010;1305;40;10;50
3528;15;10;5;-99997;-99997;10;-99997;-99997;40;-99997;60
3531;11570;5550;6020;1255;1775;5515;2065;965;60;10;20
3532;7120;3385;3735;1035;1135;3240;1250;465;70;10;20
3533;9125;4540;4585;2025;1130;2695;2120;1155;70;10;20
3534;1315;665;650;270;155;555;230;105;80;10;10
3541;7275;3655;3620;1965;495;3830;765;215;60;10;30
3542;145;75;65;15;20;25;50;30;70;10;20
3543;11285;5675;5610;2580;1170;4410;2325;800;50;10;30
3544;22090;11025;11065;5430;2305;7270;5500;1585;60;10;30
3545;635;340;295;180;80;240;110;25;60;0;40
3546;205;105;100;25;40;30;70;40;90;10;10
3551;6895;3305;3590;690;1160;3165;1185;695;70;10;20
3552;7985;3955;4025;1205;940;3495;1475;860;70;10;20
3553;7145;3425;3720;780;1210;3460;1195;495;70;10;10
3554;7790;3760;4035;1350;1100;2735;1755;850;50;10;40
3555;8705;4285;4415;1610;990;3140;1885;1080;60;10;30
3561;8950;4550;4400;1665;1190;3135;1845;1110;40;10;50
3562;7040;3505;3535;1135;955;2170;1525;1255;40;10;50
3563;7775;3795;3975;1455;870;2505;1690;1255;50;10;40
3564;10070;5125;4945;2100;1340;3160;2285;1190;30;10;60
3565;50;30;25;-99997;20;20;5;-99997;60;20;20
3566;330;160;170;60;40;60;115;60;90;10;10
3571;10035;4770;5260;1790;1990;2605;2290;1355;80;10;10
3572;11635;5430;6205;1480;2035;4285;2575;1260;80;20;10
3573;4795;2250;2545;955;480;1465;1320;575;80;10;10
3581;9815;4575;5235;1145;1665;3795;2115;1095;80;20;10
3582;8825;4160;4665;955;2150;3295;1570;850;80;10;10
3583;6055;2825;3230;950;935;1885;1445;835;80;10;10
3584;6740;3030;3715;335;3400;1950;615;445;60;30;10
3585;210;115;100;45;35;50;50;30;80;20;10
3601;7070;3340;3730;1060;635;1420;1915;2040;80;10;10
3602;3595;1760;1835;615;435;620;1240;685;90;10;0
3603;2555;1225;1330;520;210;480;730;615;90;10;0
3604;2570;1295;1275;575;205;745;685;365;90;10;10
3605;5770;2795;2975;885;530;1795;1490;1070;70;10;20
3606;345;185;155;5;120;200;10;5;60;10;30
3607;13650;6705;6945;2565;1430;3520;3945;2195;80;10;10
3608;3355;1640;1715;555;335;740;935;790;80;10;10
3611;610;320;290;115;60;115;220;105;90;10;0
3612;1755;870;885;230;185;345;675;325;90;10;0
3615;1145;600;545;185;155;225;380;205;90;0;0
3621;10620;5215;5405;1595;1375;2010;3215;2425;80;10;10
3625;210;115;95;20;25;40;70;60;80;20;0
3626;725;360;365;155;105;155;195;110;90;10;0
3628;3440;1735;1705;575;455;685;1040;685;90;10;0
3631;485;230;255;55;55;80;190;105;80;10;10
3632;4460;2155;2305;815;465;770;1385;1025;80;10;10
3633;1880;935;945;335;195;380;590;380;90;10;0
3634;480;240;240;50;50;65;185;130;90;10;0
3641;11365;5555;5810;1600;1275;2420;3260;2805;80;10;10
3642;3190;1610;1575;470;415;705;1150;445;80;10;10
3643;1510;735;775;215;205;280;575;240;90;10;10
3645;9330;4650;4680;1315;1025;1980;2915;2100;90;10;10
3646;805;440;365;115;100;165;280;145;90;10;0
3648;6840;3415;3425;1010;955;1490;2140;1245;90;10;10
3651;150;75;75;25;25;15;60;25;90;-99997;-99997
3652;580;305;275;65;80;120;215;100;90;10;0
3653;40;20;20;5;10;10;15;-99997;100;-99997;-99997
3701;6340;3025;3315;765;705;1480;1695;1690;80;10;10
3702;3935;1920;2015;670;450;950;1150;710;80;10;10
3703;5980;2865;3115;1075;730;1210;1595;1375;70;10;20
3704;9505;4655;4850;1840;1075;2330;2430;1830;70;10;20
3705;9695;4675;5020;1785;1585;2245;2575;1495;80;10;10
3706;5430;2750;2680;1090;595;1970;1120;655;50;10;40
3707;5945;2890;3055;1045;860;950;1750;1340;80;10;10
3708;6725;3090;3630;1300;670;1400;1615;1740;80;10;10
3709;325;145;180;30;25;35;115;125;80;20;0
3711;1650;835;815;230;185;325;590;320;90;10;0
3712;3090;1535;1560;505;240;750;820;775;80;10;10
3721;8045;3815;4230;1455;825;1860;2260;1650;80;10;20
3722;4600;2175;2430;665;505;740;1205;1490;80;10;10
3723;10135;4795;5340;1695;1010;1515;3020;2890;80;10;10
3731;6105;2915;3190;1105;650;1300;1675;1370;80;10;10
3732;4770;2335;2435;805;480;1295;1275;920;80;10;10
3734;4530;2330;2200;765;475;955;1370;970;80;10;10
3735;1740;855;885;175;255;185;530;590;80;10;0
3737;1890;975;920;330;260;335;625;340;90;10;0
3738;4890;2365;2520;805;600;915;1395;1175;90;10;0
3739;1555;780;775;200;185;245;580;345;80;10;0
3741;9475;4570;4905;1630;1025;2165;2660;1995;80;10;10
3742;9445;4535;4910;1540;905;2055;2885;2060;80;10;10
3743;4625;2220;2400;640;470;770;1190;1550;80;10;10
3744;1045;580;460;55;90;195;435;265;80;10;0
3749;285;125;160;35;20;45;95;90;80;10;0
3751;8215;4125;4090;1725;990;2515;1930;1055;90;10;0
3752;12825;6365;6460;2385;1695;3030;3320;2395;90;10;10
3754;825;405;420;145;125;160;240;155;100;0;0
3755;9245;4570;4675;1475;1135;1800;2935;1905;90;10;10
3761;4800;2255;2545;660;455;695;1380;1605;90;10;0
3762;8370;4060;4305;1285;945;1775;2340;2030;80;10;10
3763;2460;1220;1240;475;345;475;830;335;80;10;10
3764;5425;2660;2765;900;685;1285;1505;1050;70;10;20
3765;5195;2515;2680;875;705;1195;1400;1020;60;10;30
3766;7305;3525;3780;1135;775;1400;2235;1760;80;10;10
3768;6055;2975;3080;990;675;1055;1815;1515;90;10;0
3769;6995;3555;3440;1150;785;1855;2020;1190;80;10;10
3771;11250;5515;5740;2050;1695;2440;2815;2255;90;0;0
3772;20020;9960;10055;4985;2520;5730;4050;2740;90;0;10
3773;3525;1750;1775;680;540;710;1095;505;90;0;0
3774;5635;2850;2785;1515;930;1295;1255;635;100;0;0
3775;265;130;135;20;30;40;110;70;90;10;-99997
3776;1650;845;800;380;215;415;440;200;90;0;0
3781;10920;5475;5445;1960;1300;2435;2930;2290;90;0;0
3784;1520;795;725;280;235;290;470;245;90;0;0
3785;1420;725;695;255;205;300;430;230;90;0;0
3791;2480;1195;1285;315;315;420;820;610;90;0;0
3792;140;75;70;20;15;25;50;30;90;10;-99997
3794;610;325;285;155;125;95;170;70;90;0;10
3811;6945;3410;3530;465;995;2640;1675;1170;80;10;10
3812;12230;6125;6105;2065;1175;4210;3090;1690;80;10;10
3813;15155;7315;7840;2270;1565;3640;4385;3300;70;10;20
3814;6480;3210;3270;1165;765;2080;1570;900;50;10;40
3815;10775;5320;5450;1965;1230;2985;2505;2090;60;10;40
3816;11170;5375;5795;1795;1315;3065;2755;2240;60;10;30
3817;12060;5875;6180;2190;1380;3175;3320;1990;80;10;10
3818;10825;5330;5500;1755;1360;2195;3315;2200;80;10;10
3819;465;180;285;85;35;90;80;170;60;10;30
3821;340;200;140;10;125;120;55;25;70;10;20
3822;7915;3905;4010;1245;960;1650;2770;1285;80;10;10
3823;11255;5480;5775;1910;1535;2435;3920;1455;80;10;10
3824;14795;7460;7335;2900;2175;3375;5030;1315;80;10;10
3825;14430;7280;7150;3985;1715;4455;3645;635;70;10;20
3826;7105;3525;3580;1955;635;2595;1470;455;70;10;20
3828;10270;5095;5175;1485;1310;1940;3300;2240;90;10;0
3829;4925;2500;2425;1235;590;1315;1295;485;80;10;10
3831;13405;6530;6880;2170;1490;2745;3925;3075;80;10;10
3832;5105;2510;2595;1115;530;1180;1470;805;90;10;10
3833;7020;3485;3535;1060;830;1430;2085;1620;80;10;10
3834;2015;990;1025;280;190;410;625;510;80;10;10
3835;370;205;165;70;50;75;130;55;90;0;0
3836;140;65;75;25;30;15;40;30;100;-99997;-99997
3841;5920;2880;3040;670;695;1520;1785;1250;90;10;10
3842;6730;3215;3515;1210;750;1600;1680;1490;70;10;20
3843;6925;3495;3430;1215;905;1880;1850;1070;70;10;30
3844;9200;4505;4695;1555;1045;2130;2435;2035;80;10;10
3845;10295;5105;5190;2395;1185;2855;2620;1240;80;10;10
3846;1170;610;560;270;95;400;280;125;80;10;10
3847;900;500;400;40;170;80;255;345;90;10;0
3848;4085;2045;2040;780;475;895;1215;720;90;10;10
3849;3185;1605;1580;445;385;670;1035;650;90;10;0
3851;11450;5545;5905;1695;1370;2415;2995;2975;90;10;0
3852;5450;2690;2760;830;600;900;1700;1420;90;10;0
3853;10105;5185;4915;1590;1345;2255;2990;1920;90;10;10
3861;8935;4450;4485;1615;1035;2390;2330;1570;90;10;10
3862;12880;6360;6520;2230;1475;2790;3355;3030;90;0;10
3863;7850;4010;3845;1680;980;2030;2265;900;90;10;10
3864;3935;1985;1945;660;555;835;1250;630;90;0;0
3871;9570;4680;4890;1690;1205;1965;2675;2035;90;10;0
3881;10945;5425;5520;1580;1235;2080;3070;2980;90;0;0
3882;13150;6510;6645;2555;1780;3170;3555;2090;90;0;0
3886;2130;1050;1080;335;255;385;635;510;90;0;0
3888;3255;1650;1605;695;525;725;860;450;100;0;0
3891;4800;2365;2435;650;545;980;1550;1075;80;10;10
3892;5335;2660;2675;805;715;1005;1960;855;80;10;10
3893;6250;3225;3025;1165;955;1435;2100;595;80;10;10
3894;4075;2050;2025;1065;445;1430;855;280;80;10;10
3895;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
3896;460;245;215;70;65;70;135;125;90;0;0
3897;1455;870;585;120;355;590;345;50;40;60;-99997
3898;195;110;85;35;30;45;65;20;100;0;-99997
3899;75;45;30;10;10;15;25;10;70;10;20
3901;9920;4700;5220;1285;1070;2385;2225;2955;70;10;20
3902;10460;5180;5285;2085;1305;2590;2525;1955;80;10;20
3903;7060;3520;3540;1195;1050;1610;2170;1030;90;10;10
3904;13610;6745;6860;2495;1765;3090;3735;2520;80;10;10
3905;13920;6900;7020;2420;1895;3615;3715;2275;80;10;10
3906;6955;3490;3465;1180;925;1410;2265;1175;90;10;0
3907;4570;2325;2250;1505;440;1775;680;170;80;0;10
3911;14865;7345;7520;2580;1755;3245;3965;3325;90;10;10
3912;615;320;295;115;70;135;205;90;90;10;10
3921;4255;2175;2075;780;535;930;1200;810;90;0;0
3922;385;190;195;50;55;50;155;75;90;0;0
3925;9880;4895;4985;1910;1245;2360;2460;1905;90;0;0
3927;5445;2720;2720;1145;750;1365;1370;815;90;0;0
3931;13360;6690;6675;2640;1690;3020;3475;2540;90;0;10
3941;10185;4990;5195;1520;1085;1750;3135;2690;80;10;10
3945;3270;1645;1625;545;425;605;1060;640;90;0;0
3947;2385;1215;1170;445;295;475;700;465;90;0;0
3951;4655;2270;2385;695;460;750;1470;1275;90;10;0
3953;1330;685;645;210;180;290;400;255;90;10;10
3956;7585;3740;3840;1140;845;1515;2180;1905;80;10;10
3958;5370;2625;2745;785;585;990;1630;1380;90;10;0
3959;1580;840;740;265;210;320;550;230;90;10;0
3961;9410;4525;4885;1415;1020;2080;3040;1850;90;10;10
3962;8850;4390;4460;1460;1035;1765;2740;1845;90;10;10
3971;8015;3865;4150;1355;885;1365;2320;2090;90;10;0
3972;10860;5285;5580;1895;1295;2140;3175;2360;80;10;10
3981;7045;3440;3600;1345;730;1385;1840;1745;80;10;10
3984;5660;2800;2855;910;615;1050;1865;1215;90;10;10
3985;2505;1290;1215;480;285;545;755;445;90;10;0
3989;15;10;5;5;-99997;5;-99997;-99997;100;-99997;-99997
3991;18240;9065;9175;3840;2195;4120;5425;2660;80;10;10
3992;6035;2970;3070;885;730;1185;2095;1140;90;10;10
3993;5025;2420;2605;825;590;1140;1680;795;80;10;10
3994;13715;6720;6995;2695;1845;2865;4605;1700;80;10;10
3995;3755;1800;1960;780;290;1410;680;600;70;10;20
3997;630;325;300;80;100;95;220;130;90;0;0
3998;2060;1035;1025;350;265;375;675;395;90;0;0
3999;685;350;335;80;90;120;235;165;90;0;0
4001;10690;5400;5295;1400;1200;3135;2910;2050;70;10;20
4002;2265;1075;1190;310;260;385;630;685;80;10;10
4003;7980;3950;4030;1125;915;1755;2340;1845;80;10;10
4004;60;30;25;10;10;10;20;10;80;10;-99997
4005;5660;2820;2840;935;720;1450;1675;875;70;10;20
4006;3685;1790;1895;565;510;950;855;805;50;10;40
4007;9680;4875;4805;1795;1435;2310;3135;1005;80;10;10
4011;1640;850;790;220;170;320;560;370;90;10;0
4012;1375;675;700;185;170;235;470;315;90;10;0
4013;720;360;360;130;90;130;235;135;90;0;0
4014;1120;545;575;180;155;220;375;190;90;10;0
4016;185;100;90;25;20;35;75;35;100;-99997;-99997
4017;140;75;65;25;20;40;40;15;80;10;0
4021;4510;2230;2280;685;490;1010;1405;915;90;10;0
4023;670;335;335;100;80;110;250;130;90;10;0
4024;1660;825;835;225;200;300;575;360;90;10;0
4031;2170;1085;1085;305;235;460;715;455;90;10;0
4032;710;350;360;85;95;130;255;145;90;10;0
4033;5835;2920;2910;1045;670;1310;1685;1125;90;0;0
4041;6395;3230;3160;1395;965;1515;1530;990;90;10;0
4043;6335;3160;3175;1450;940;1455;1510;980;90;10;0
4051;4990;2515;2470;1015;595;1165;1205;1010;90;10;0
4053;1175;600;580;260;165;255;345;160;100;0;0
4054;1035;515;520;165;130;200;345;195;90;0;0
4061;1645;825;820;230;215;270;575;350;90;10;0
4062;165;90;75;20;25;20;70;30;90;10;-99997
4063;430;220;205;50;45;85;155;90;90;10;0
4064;1060;535;525;140;140;220;360;200;90;10;0
4101;7560;3770;3790;1080;835;1805;2205;1630;80;10;10
4102;8005;3940;4070;1295;925;1795;2200;1790;70;10;20
4103;1450;730;725;235;200;305;515;195;80;10;10
4104;75;45;30;10;10;15;25;15;80;20;10
4105;10630;5255;5370;1925;1350;2445;3370;1530;80;10;10
4106;735;370;365;180;85;285;165;25;90;0;10
4107;500;265;235;65;50;95;200;85;80;10;0
4111;670;345;325;105;85;125;215;140;90;10;0
4112;3265;1660;1605;505;410;670;1045;635;90;10;0
4115;375;195;185;55;40;75;140;60;90;10;-99997
4116;2645;1305;1340;445;255;535;835;580;90;0;0
4117;505;280;230;75;65;90;155;125;90;0;0
4119;460;235;220;75;50;80;150;100;90;10;-99997
4121;1190;620;570;195;130;260;375;230;90;0;0
4122;830;420;410;125;120;160;260;160;90;0;10
4124;1440;730;710;190;185;235;490;340;100;0;0
4125;1230;590;640;355;75;590;160;50;80;10;20
4126;1010;500;510;190;120;260;265;175;90;0;0
4128;2835;1435;1400;490;340;615;805;585;90;0;0
4131;4225;2005;2220;625;455;995;1030;1125;70;10;20
4132;4765;2350;2415;720;520;1090;1355;1080;80;10;10
4133;7520;3765;3750;1370;930;1765;2115;1335;80;10;10
4141;5345;2695;2650;750;600;1320;1440;1230;80;10;10
4142;6700;3290;3410;1215;800;1940;1625;1120;60;10;30
4143;6615;3205;3410;1075;915;1255;1860;1510;80;10;10
4145;1635;805;830;295;240;330;465;305;100;0;0
4147;3215;1585;1630;565;405;725;975;550;90;10;0
4151;565;285;280;80;65;105;200;115;90;10;0
4152;895;470;425;165;90;225;250;165;90;10;0
4153;3325;1690;1635;445;425;680;1070;705;90;0;0
4155;340;180;160;65;40;70;105;65;90;0;-99997
4156;900;450;445;115;130;135;305;215;90;0;0
4157;570;290;280;80;70;105;195;115;90;10;0
4158;2095;1030;1065;320;295;360;690;430;90;10;0
4161;2370;1190;1180;360;285;460;730;540;90;0;0
4163;225;105;125;45;25;50;75;30;90;10;0
4171;2690;1315;1380;445;315;575;765;595;90;0;0
4174;1005;510;495;190;115;245;285;175;90;0;0
4175;2830;1420;1410;505;320;605;805;595;90;10;0
4176;1025;535;490;225;110;310;265;110;90;10;0
4181;2405;1240;1165;565;315;560;635;330;90;0;0
4182;440;230;210;75;65;60;150;90;90;0;0
4184;1175;600;575;210;130;285;370;180;90;10;0
4185;580;300;280;90;90;105;175;120;90;10;0
4191;10880;5310;5570;1880;1225;2260;2980;2540;90;10;10
4194;4565;2295;2270;990;590;1250;1275;450;90;10;0
4196;2100;1035;1065;335;290;380;680;415;90;0;0
4197;1155;575;580;205;155;220;370;210;90;10;0
4201;5705;2845;2860;585;575;1670;1760;1120;80;10;10
4202;85;45;40;10;15;15;25;20;80;20;-99997
4203;160;85;75;15;15;30;65;35;80;10;10
4204;5320;2555;2765;625;605;1300;1180;1610;60;10;30
4205;9705;4860;4845;1640;1195;2445;2610;1815;60;10;30
4206;2870;1380;1490;530;260;875;675;525;80;10;10
4207;10185;5105;5080;1815;1470;2040;3490;1370;80;10;10
4208;2115;1085;1030;605;195;760;440;115;80;10;10
4209;1290;640;650;225;160;290;380;235;90;10;0
4211;750;385;365;95;105;155;235;160;90;10;0
4212;125;70;55;15;15;25;50;15;80;10;10
4213;875;430;450;135;125;150;295;175;90;10;0
4214;2065;1040;1025;315;235;445;625;445;90;10;0
4221;1380;715;665;205;170;305;435;260;90;0;0
4223;1880;955;925;350;210;390;510;420;90;0;0
4225;1750;910;840;285;270;370;505;310;100;0;0
4231;3900;1955;1950;715;415;955;1040;785;90;0;0
4233;3070;1520;1550;495;335;690;885;665;90;0;0
4235;805;430;375;175;105;190;210;125;90;0;0
4241;3405;1695;1710;510;375;685;1065;770;90;10;0
4243;1015;520;490;220;145;245;265;140;100;0;0
4245;1600;795;805;365;270;320;375;270;90;0;0
4247;850;425;425;115;125;155;285;170;90;10;0
4251;11295;5645;5645;2235;1540;2535;2885;2105;90;0;0
4254;5750;2865;2885;960;655;1245;1600;1290;90;0;0
4255;3670;1865;1805;580;395;890;1075;725;90;0;0
4261;6545;3290;3260;1250;905;1460;1740;1190;90;10;0
4264;2915;1525;1390;590;375;800;720;435;90;10;0
4265;1725;880;845;290;225;380;510;320;100;0;0
4266;835;425;410;130;95;205;245;155;90;0;0
4267;410;215;195;65;40;75;160;75;90;10;-99997
4268;710;370;340;115;90;145;225;140;100;0;0
4269;415;210;205;75;50;85;120;85;100;0;-99997
4271;2470;1250;1220;390;255;560;705;560;90;0;0
4273;4305;2190;2115;630;480;885;1390;920;90;10;0
4281;2465;1265;1205;445;285;565;690;480;90;10;0
4283;1625;840;780;310;165;395;440;315;90;10;0
4284;1830;915;915;320;210;415;500;390;90;10;0
4285;4675;2295;2380;720;535;970;1440;1010;90;10;0
4286;3700;1805;1895;585;415;850;1080;770;90;0;0
4287;275;135;135;60;30;75;65;45;100;0;-99997
4288;345;175;170;50;45;60;120;70;100;0;-99997
4301;9230;4460;4770;1205;995;1825;2750;2455;90;10;10
4302;1150;560;590;185;110;230;325;310;90;10;0
4303;1070;515;555;260;75;300;215;215;90;0;0
4305;565;290;280;55;55;105;170;180;90;10;-99997
4306;2675;1320;1355;535;325;550;715;555;90;0;0
4307;2320;1210;1105;435;295;530;600;460;90;10;0
4308;330;175;155;30;50;55;120;70;100;0;-99997
4311;3795;1840;1955;625;435;820;980;935;90;10;0
4315;975;495;480;130;100;185;380;180;90;10;0
4316;765;405;360;115;75;160;265;155;90;10;0
4317;775;400;375;80;70;105;295;225;90;10;0
4318;1255;625;630;110;125;220;385;415;90;10;0
4321;985;505;475;155;135;190;320;180;90;0;0
4322;1260;660;600;155;90;240;395;385;90;10;0
4323;350;175;175;40;35;55;150;70;90;10;0
4325;1480;715;765;120;120;210;505;525;90;10;0
4326;305;145;160;35;30;50;115;75;100;0;-99997
4327;260;135;125;15;20;35;95;90;90;10;-99997
4328;4285;2085;2200;395;315;515;1285;1770;90;10;0
4331;6365;3060;3310;495;955;1465;1740;1710;80;10;10
4332;4060;1940;2120;565;395;840;1225;1035;80;10;10
4333;5355;2575;2780;830;700;850;1465;1510;90;10;0
4334;3135;1465;1670;480;320;600;810;930;90;10;0
4335;7185;3410;3775;1185;795;1840;1840;1525;70;10;10
4336;7095;3435;3660;1180;720;1600;2035;1560;80;10;10
4337;8800;4375;4425;1685;1110;2305;2300;1405;70;10;20
4338;75;35;40;5;15;10;30;10;80;10;-99997
4339;1365;695;665;235;140;325;370;290;90;10;0
4341;5380;2710;2670;1045;740;1190;1430;975;90;0;0
4351;1610;785;830;210;145;245;495;515;90;10;0
4352;475;245;230;55;60;80;175;110;90;10;-99997
4353;1805;900;905;280;230;330;530;430;90;10;0
4354;1055;520;535;150;110;165;310;325;90;0;0
